name,matric_no,department,level,attendance,study_hours,ca1,ca2,assignment_score,num_courses,exam_score,gpa_sem1,gpa_sem2,cgpa,avg_course_score,at_risk
Emeka Sanni,20201100399,Early Childhood Education,400,,6.0,62.0,31,64,7,47.35374035805151,3.0,2.0,2.5,42.33718383082312,0
Ibrahim Ajayi,20190900400,Educational Management,400,65.0,4.0,88.0,50,82,9,54.85815675883365,3.0,3.0,3.0,52.4401960684031,0
Ade Ogunleye,20230500401,English Language,400,69.0,,47.0,87,76,9,53.2703057868364,2.0,3.0,2.5,50.119354383869975,0
Sola Sanni,20180100402,Physics,400,56.0,6.0,85.0,34,81,9,50.13449195822151,3.0,3.0,3.0,46.84261514905343,0
Kemi Olawale,20210500403,English Language,400,59.0,3.0,86.0,81,37,5,49.96285423525889,2.0,2.0,2.0,50.99110125156517,0
Aisha Ajayi,20181100404,Early Childhood Education,200,91.0,8.0,77.0,74,33,7,78.0875643665897,4.0,5.0,4.5,79.85557622079125,0
Aisha Sanni,20190800405,Mathematics,100,94.0,4.0,71.0,49,56,7,31.339545958401217,0.0,0.0,0.0,34.53485456459733,1
Chioma Ajayi,20221500406,Geography,300,55.0,8.0,56.0,90,73,9,71.23939307342965,5.0,5.0,5.0,73.05468657131841,0
Tunde Adeyemi,20220700407,Chemistry,300,85.0,3.0,81.0,67,69,8,75.31341269327463,5.0,4.0,4.5,77.37183846599993,0
Sola Okeke,20230100408,Physics,400,82.0,7.0,71.0,49,76,5,72.62561582337328,4.0,5.0,4.5,68.39019116114932,0
Ngozi Eze,20220500409,English Language,300,46.0,9.0,61.0,54,73,8,86.14567141620097,5.0,5.0,5.0,90.59636114107884,0
Ade Balogun,20230300410,Computer Science,400,55.0,4.0,55.0,31,77,6,67.86757158543446,4.0,4.0,4.0,67.23829899317093,0
Yusuf Ajayi,20230100411,Physics,200,84.0,8.0,54.0,61,81,7,47.14311009327288,2.0,3.0,2.5,50.24209833056205,0
Emeka Abdullahi,20230200412,History,200,98.0,3.0,52.0,55,97,7,40.57893374967587,0.0,0.0,0.0,36.45043270042207,1
Aisha Sanni,20210800413,Mathematics,100,86.0,7.0,86.0,99,40,8,79.69564078289208,5.0,5.0,5.0,78.97138127633741,0
Tunde Eze,20200900414,Educational Management,200,95.0,3.0,81.0,70,33,5,45.2700536816011,0.0,2.0,1.0,48.09910140730431,1
Sola Nwosu,20231200415,Economics,200,87.0,7.0,60.0,96,77,7,57.48259322653949,3.0,2.0,2.5,57.56636655457792,0
Kemi Olawale,20230600416,Guidance and Counselling,100,66.0,6.0,93.0,30,55,8,59.49355883353268,3.0,2.0,2.5,57.23164917766145,0
Emeka Abdullahi,20200900417,Educational Management,300,92.0,2.0,62.0,80,68,5,66.76493436479794,4.0,5.0,4.5,70.6943743703743,0
Emeka Abdullahi,20181400418,Political Science,400,62.0,3.0,31.0,34,87,8,35.58422630533668,0.0,0.0,0.0,32.06998312905471,1
Sola Ogunleye,20230100419,Physics,400,63.0,6.0,47.0,42,48,5,44.03764136413953,0.0,3.0,1.5,43.9763611373985,1
Aisha Eze,20210400420,Biology,300,48.0,4.0,76.0,48,87,9,57.5752638174744,4.0,3.0,3.5,59.495775950122336,0
Ibrahim Ajayi,20221000421,Business Education,100,74.0,,62.0,41,57,5,52.612169882387136,3.0,3.0,3.0,58.89924087226823,0
Ibrahim Balogun,20220400422,Biology,300,90.0,1.0,64.0,77,95,6,82.73321405053244,5.0,5.0,5.0,81.35814727229533,0
Chioma Eze,20190900423,Educational Management,200,,1.0,80.0,54,39,9,46.86513379862903,0.0,2.0,1.0,46.03578003764952,1
Emeka Adeyemi,20190200424,History,100,76.0,3.0,47.0,86,87,8,57.7009698206633,3.0,3.0,3.0,56.36689642061188,0
Ngozi Abdullahi,20220400425,Biology,100,81.0,8.0,59.0,64,43,9,59.30738130969737,3.0,3.0,3.0,60.02279178644101,0
Tunde Adeyemi,20220300426,Computer Science,100,56.0,8.0,73.0,34,44,9,45.69453638569057,2.0,2.0,2.0,47.45832118968416,0
Aisha Abdullahi,20210400427,Biology,400,86.0,4.0,82.0,51,62,8,66.56065258371004,3.0,5.0,4.0,69.84059271971499,0
Sola Olawale,20200700428,Chemistry,300,70.0,6.0,39.0,86,46,8,81.57530066836735,5.0,5.0,5.0,83.84344399630977,0
Ngozi Abdullahi,20191200429,Economics,100,94.0,8.0,81.0,76,53,6,91.3499622900492,5.0,5.0,5.0,89.85783984109833,0
Chioma Ajayi,20200100430,Physics,100,96.0,7.0,78.0,83,59,8,87.52702332724922,5.0,5.0,5.0,89.9671363951375,0
Tunde Eze,20211100431,Early Childhood Education,100,47.0,7.0,40.0,32,91,7,42.08161555745619,0.0,0.0,0.0,42.356252489590375,1
Yusuf Balogun,20221500432,Geography,300,54.0,4.0,95.0,82,42,7,59.97842204088818,4.0,3.0,3.5,62.2141787273428,0
Emeka Abdullahi,20230400433,Biology,400,70.0,9.0,87.0,60,91,6,74.57708525295821,4.0,5.0,4.5,76.98418755164586,0
Yusuf Abdullahi,20200800434,Mathematics,200,92.0,6.0,65.0,98,76,5,67.58580709749364,5.0,5.0,5.0,72.47618433552313,0
Aisha Balogun,20221500435,Geography,400,,3.0,62.0,62,45,5,63.95210782533624,4.0,4.0,4.0,62.88833592782729,0
Aisha Olawale,20221200436,Economics,100,85.0,5.0,76.0,79,95,7,40.43121658783269,0.0,2.0,1.0,38.79455877962204,1
Aisha Olawale,20180500437,English Language,400,59.0,5.0,42.0,45,72,8,43.99463489019537,0.0,3.0,1.5,45.33612512945253,1
Ade Sanni,20201100438,Early Childhood Education,400,99.0,5.0,69.0,68,37,6,56.02005582446358,2.0,3.0,2.5,59.56760657747452,0
Sola Nwosu,20230200439,History,200,78.0,8.0,97.0,75,32,5,85.36941841761518,5.0,5.0,5.0,85.54360990768849,0
Aisha Balogun,20201200440,Economics,300,92.0,9.0,71.0,76,41,5,67.95371338096747,4.0,4.0,4.0,71.69685025654692,0
Ade Abdullahi,20220400441,Biology,300,94.0,9.0,48.0,73,45,9,46.58441138849601,1.0,1.0,1.0,48.654586407922,1
Tunde Eze,20231200442,Economics,400,51.0,,48.0,38,88,7,45.79892392104127,3.0,3.0,3.0,45.195277487365,0
Yusuf Nwosu,20211500443,Geography,400,88.0,6.0,,79,78,8,73.73541793945238,5.0,5.0,5.0,75.42542444862909,0
Ibrahim Sanni,20181000444,Business Education,300,56.0,9.0,52.0,89,92,6,84.98201309589325,5.0,5.0,5.0,83.67753272209004,0
Tunde Eze,20220200445,History,300,81.0,4.0,83.0,44,91,5,76.55433626973654,5.0,5.0,5.0,77.27013648953483,0
Tunde Adeyemi,20190400446,Biology,200,69.0,6.0,94.0,65,78,9,100.0,5.0,5.0,5.0,96.78052256550627,0
Ade Nwosu,20190300447,Computer Science,100,68.0,,41.0,92,80,7,66.66407724972635,5.0,4.0,4.5,66.45960735842303,0
Kemi Olawale,20180900448,Educational Management,400,,1.0,53.0,98,62,7,26.897268749000645,0.0,0.0,0.0,29.896336210836715,1
Kemi Eze,20210700449,Chemistry,300,85.0,7.0,63.0,70,59,6,61.81470722992889,4.0,4.0,4.0,64.11614793423612,0
Sola Ogunleye,20220600450,Guidance and Counselling,400,50.0,6.0,82.0,53,88,5,80.5600938959777,5.0,5.0,5.0,82.42261914007771,0
Chioma Olawale,20201300451,Yoruba Education,400,73.0,9.0,37.0,78,44,6,70.66234760768172,5.0,4.0,4.5,71.52478663272619,0
Emeka Okeke,20181400452,Political Science,300,89.0,7.0,47.0,47,52,6,63.578757229685,4.0,4.0,4.0,64.05829537882337,0
Emeka Eze,20210200453,History,200,46.0,7.0,86.0,36,74,9,52.444170220326654,4.0,2.0,3.0,48.642998914131454,0
Kemi Okeke,20201200454,Economics,400,83.0,2.0,34.0,33,91,7,61.99329228533893,3.0,3.0,3.0,61.37503616622311,0
Chioma Balogun,20190300455,Computer Science,200,97.0,9.0,55.0,98,44,8,54.902846990266674,2.0,2.0,2.0,55.45069434126286,0
Ade Eze,20190100456,Physics,300,73.0,9.0,59.0,89,75,7,71.10826574706628,4.0,4.0,4.0,67.73505525984547,0
Sola Eze,20200100457,Physics,100,98.0,6.0,83.0,84,93,7,66.54908987490865,4.0,5.0,4.5,61.293822124539,0
Kemi Nwosu,20181400458,Political Science,100,59.0,3.0,42.0,45,75,9,51.816654163886696,3.0,2.0,2.5,55.20315240471704,0
Chioma Nwosu,20190200459,History,400,89.0,1.0,58.0,58,85,8,91.17385540366674,5.0,5.0,5.0,91.32637098349625,0
Emeka Nwosu,20220200460,History,300,77.0,4.0,32.0,52,73,5,53.654853630087466,3.0,3.0,3.0,54.284791472360816,0
Chioma Sanni,20230700461,Chemistry,200,63.0,3.0,,43,58,8,55.711139274421846,3.0,3.0,3.0,57.37801974280647,0
Aisha Ajayi,20201200462,Economics,400,49.0,1.0,31.0,78,91,5,37.517499689555216,0.0,1.0,0.5,34.57099883810042,1
Yusuf Ajayi,20201100463,Early Childhood Education,300,71.0,3.0,57.0,62,81,8,65.96600784176763,5.0,5.0,5.0,64.75552045957976,0
Tunde Eze,20191000464,Business Education,300,91.0,4.0,31.0,54,83,6,71.81077624538881,5.0,5.0,5.0,76.3229790589494,0
Ngozi Ogunleye,20181400465,Political Science,200,,8.0,36.0,50,86,8,61.0362468685085,3.0,3.0,3.0,59.5702806786733,0
Ngozi Balogun,20220700466,Chemistry,400,76.0,9.0,55.0,46,95,9,59.298108662399,3.0,4.0,3.5,58.50054277605842,0
Sola Olawale,20181200467,Economics,300,59.0,3.0,45.0,52,51,5,55.30078081824782,3.0,4.0,3.5,53.29231632324128,0
Ibrahim Olawale,20211500468,Geography,300,42.0,6.0,52.0,86,49,7,54.06420918592436,2.0,3.0,2.5,51.84164650648238,0
Kemi Olawale,20210300469,Computer Science,300,76.0,5.0,69.0,87,62,9,88.34395770310081,5.0,5.0,5.0,91.66040176012716,0
Ade Ogunleye,20231300470,Yoruba Education,200,96.0,6.0,89.0,43,54,5,43.7263422920293,3.0,2.0,2.5,36.29629762393923,0
Tunde Nwosu,20190900471,Educational Management,400,79.0,4.0,61.0,49,75,5,69.49665592713765,4.0,5.0,4.5,68.12561446758106,0
Ngozi Eze,20191000472,Business Education,400,47.0,6.0,44.0,59,86,7,79.72276769955678,5.0,5.0,5.0,80.39899812744676,0
Chioma Ogunleye,20191100473,Early Childhood Education,400,79.0,7.0,,48,34,6,65.21041603331616,4.0,4.0,4.0,70.30078932953703,0
Chioma Abdullahi,20231500474,Geography,400,83.0,9.0,34.0,82,84,9,34.36765795556587,0.0,0.0,0.0,30.961981887900546,1
Sola Balogun,20211500475,Geography,100,95.0,7.0,81.0,85,90,7,68.8175695671632,4.0,4.0,4.0,64.90055552605448,0
Ibrahim Balogun,20180600476,Guidance and Counselling,100,62.0,6.0,70.0,52,37,7,57.50836723550016,3.0,4.0,3.5,54.928066271515966,0
Ngozi Sanni,20230100477,Physics,400,79.0,,82.0,91,45,6,84.81634432758868,5.0,5.0,5.0,86.92146051795733,0
Aisha Olawale,20230800478,Mathematics,200,50.0,2.0,79.0,62,77,9,47.69287385816371,1.0,3.0,2.0,48.06873024799978,0
Aisha Ogunleye,20180300479,Computer Science,100,85.0,1.0,44.0,47,90,7,49.951723292047184,3.0,3.0,3.0,45.62381627900764,0
Aisha Abdullahi,20190100480,Physics,300,47.0,9.0,36.0,62,44,6,30.188757141350884,0.0,0.0,0.0,30.487429934150786,1
Kemi Olawale,20220400481,Biology,100,68.0,9.0,69.0,61,94,9,57.80057335543726,4.0,3.0,3.5,62.45488665310513,0
Emeka Ogunleye,20181300482,Yoruba Education,300,69.0,7.0,57.0,90,51,8,46.89552597667959,1.0,3.0,2.0,47.688967179899,0
Ade Adeyemi,20211500483,Geography,400,95.0,2.0,61.0,83,32,5,70.56186939213333,4.0,5.0,4.5,71.05554306401928,0
Sola Okeke,20200800484,Mathematics,100,99.0,6.0,44.0,46,83,6,52.460298146370526,3.0,2.0,2.5,53.13452450511705,0
Yusuf Nwosu,20200200485,History,200,49.0,4.0,99.0,48,43,5,67.49793666386026,4.0,4.0,4.0,68.74144482554885,0
Yusuf Olawale,20230100486,Physics,100,78.0,1.0,,99,65,8,76.32192990260991,5.0,5.0,5.0,72.52062521840439,0
Sola Abdullahi,20201100487,Early Childhood Education,100,67.0,1.0,33.0,63,96,7,51.1770030379134,3.0,3.0,3.0,50.48123103157253,0
Aisha Eze,20221100488,Early Childhood Education,100,88.0,5.0,40.0,54,39,7,43.820486095295216,1.0,0.0,0.5,43.281217696066,1
Aisha Eze,20191100489,Early Childhood Education,400,75.0,2.0,55.0,97,78,9,77.5954203952344,5.0,5.0,5.0,76.1450133353019,0
Ngozi Nwosu,20210700490,Chemistry,200,52.0,4.0,90.0,40,94,6,70.17605035544855,4.0,4.0,4.0,72.23441518177016,0
Aisha Okeke,20221000491,Business Education,100,71.0,1.0,,45,86,6,62.02973949631994,3.0,4.0,3.5,60.1277591065504,0
Chioma Balogun,20210500492,English Language,200,75.0,4.0,52.0,90,56,9,56.077038628576354,3.0,4.0,3.5,54.99713336430398,0
Aisha Adeyemi,20210100493,Physics,400,76.0,6.0,69.0,36,34,5,45.626587687734514,2.0,2.0,2.0,41.846069645771934,0
Yusuf Nwosu,20191100494,Early Childhood Education,300,65.0,4.0,52.0,45,86,7,64.41748529724927,5.0,4.0,4.5,65.55241697617184,0
Aisha Sanni,20230600495,Guidance and Counselling,100,61.0,1.0,45.0,45,44,7,44.72962854638906,1.0,0.0,0.5,47.55533743167212,1
Ngozi Abdullahi,20200900496,Educational Management,200,43.0,7.0,90.0,69,59,6,79.19916475021458,5.0,5.0,5.0,78.11610319740772,0
Sola Eze,20190700497,Chemistry,200,70.0,2.0,97.0,41,49,6,52.71265608812376,2.0,3.0,2.5,55.13482732008547,0
Ibrahim Sanni,20220500498,English Language,400,,9.0,60.0,64,66,9,95.89021230127352,5.0,5.0,5.0,95.44934197496192,0
Yusuf Eze,20230300499,Computer Science,100,77.0,,82.0,50,32,8,54.31268058520935,3.0,3.0,3.0,46.73033247503633,0
Tunde Ajayi,20220300500,Computer Science,300,63.0,,54.0,79,70,5,61.19526299343332,3.0,3.0,3.0,61.0407169893199,0
Ade Eze,20230300501,Computer Science,200,,8.0,73.0,72,68,8,69.01813387816092,5.0,4.0,4.5,68.4914202506088,0
Aisha Adeyemi,20220300502,Computer Science,100,62.0,3.0,41.0,46,55,8,64.16013857142624,4.0,4.0,4.0,64.46912537071128,0
Emeka Eze,20190900503,Educational Management,300,61.0,4.0,38.0,61,31,6,47.666727116069865,3.0,2.0,2.5,48.42628342149164,0
Emeka Eze,20230100504,Physics,200,41.0,2.0,41.0,70,52,6,55.63093925507535,3.0,3.0,3.0,53.57917467902692,0
Yusuf Olawale,20231100505,Early Childhood Education,200,70.0,4.0,98.0,35,52,6,60.32975902147432,4.0,3.0,3.5,64.74370395475415,0
Yusuf Ajayi,20211200506,Economics,300,94.0,9.0,83.0,56,45,8,59.79154539906597,4.0,4.0,4.0,59.593060737649225,0
Sola Balogun,20210100507,Physics,300,50.0,2.0,83.0,49,38,5,59.40929733965434,4.0,3.0,3.5,58.81030631709509,0
Ngozi Ajayi,20181500508,Geography,400,67.0,3.0,57.0,54,42,6,75.49094726259521,5.0,5.0,5.0,77.72453608749942,0
Sola Ogunleye,20220400509,Biology,100,85.0,4.0,85.0,95,57,7,90.7897406447483,5.0,5.0,5.0,90.8453604806154,0
Ade Nwosu,20210500510,English Language,100,71.0,,98.0,38,56,5,60.73587784047223,3.0,3.0,3.0,68.43340281820542,0
Emeka Sanni,20181100511,Early Childhood Education,400,44.0,1.0,87.0,82,80,7,65.13791102158412,3.0,3.0,3.0,64.50818764826023,0
Aisha Abdullahi,20211300512,Yoruba Education,200,77.0,7.0,71.0,90,93,5,100.0,5.0,5.0,5.0,101.05544635274168,0
Ibrahim Ajayi,20220500513,English Language,300,49.0,7.0,67.0,67,81,6,100.0,5.0,5.0,5.0,97.75254203539882,0
Ade Abdullahi,20231100514,Early Childhood Education,300,79.0,9.0,97.0,32,67,9,81.07724593052771,5.0,5.0,5.0,83.68885255964247,0
Ibrahim Balogun,20201000515,Business Education,300,85.0,4.0,82.0,99,94,6,100.0,5.0,5.0,5.0,100.92615518258152,0
Ngozi Nwosu,20220800516,Mathematics,200,63.0,6.0,,84,47,8,61.178877664953696,4.0,3.0,3.5,60.16197351248368,0
Kemi Nwosu,20191200517,Economics,300,74.0,2.0,85.0,30,92,8,63.169109906011066,3.0,4.0,3.5,60.55179561020604,0
Kemi Sanni,20210500518,English Language,300,83.0,4.0,80.0,99,80,5,63.56740022445736,5.0,4.0,4.5,59.63913332565339,0
Aisha Ajayi,20211200519,Economics,400,87.0,2.0,72.0,74,38,8,40.90665348395093,0.0,1.0,0.5,42.16279716057832,1
Emeka Sanni,20231500520,Geography,200,99.0,5.0,44.0,76,42,6,39.45311743005843,1.0,2.0,1.5,35.292479018477344,1
Kemi Balogun,20190100521,Physics,100,62.0,7.0,67.0,55,69,7,70.38121482534075,4.0,4.0,4.0,74.30663733294124,0
Aisha Ajayi,20231200522,Economics,400,56.0,1.0,44.0,43,84,6,34.81343224360392,0.0,0.0,0.0,31.024896494298822,1
Yusuf Abdullahi,20191400523,Political Science,400,40.0,7.0,34.0,83,72,5,55.44424212220672,3.0,4.0,3.5,54.9091173633819,0
Tunde Ogunleye,20201400524,Political Science,100,94.0,6.0,83.0,75,73,8,82.62656435880508,4.0,5.0,4.5,79.98194054258359,0
Tunde Okeke,20211300525,Yoruba Education,400,70.0,6.0,80.0,60,97,7,86.62248840325935,5.0,5.0,5.0,86.72054710657508,0
Ade Balogun,20210400526,Biology,200,70.0,8.0,39.0,88,62,9,69.62679830749249,4.0,4.0,4.0,69.70631984561841,0
Sola Eze,20200200527,History,300,81.0,8.0,41.0,58,53,7,72.73392668265322,5.0,4.0,4.5,74.06833567671194,0
Kemi Ogunleye,20180800528,Mathematics,200,96.0,6.0,33.0,46,65,7,61.13897361861197,4.0,4.0,4.0,56.560136637107,0
Aisha Abdullahi,20230600529,Guidance and Counselling,100,94.0,3.0,47.0,43,39,6,35.98883891565813,0.0,0.0,0.0,33.69773093812125,1
Emeka Eze,20200900530,Educational Management,100,81.0,5.0,65.0,65,49,9,70.75992983041546,5.0,5.0,5.0,73.67157218387206,0
Ade Olawale,20230100531,Physics,400,92.0,2.0,54.0,87,41,5,58.07202412833794,3.0,4.0,3.5,60.04767893434997,0
Sola Sanni,20220900532,Educational Management,200,95.0,5.0,65.0,53,91,5,50.49630502866031,3.0,3.0,3.0,42.99785744383125,0
Tunde Nwosu,20211300533,Yoruba Education,200,73.0,,96.0,92,47,7,83.79185009405599,5.0,5.0,5.0,84.92353885384053,0
Ade Ogunleye,20230600534,Guidance and Counselling,100,48.0,1.0,38.0,54,92,7,37.68062667069379,0.0,3.0,1.5,34.58323174278948,1
Ade Adeyemi,20191300535,Yoruba Education,200,61.0,5.0,90.0,88,54,8,69.25818318424845,5.0,4.0,4.5,67.4827145541326,0
Kemi Olawale,20231100536,Early Childhood Education,100,52.0,6.0,82.0,61,41,9,46.117496905282,1.0,2.0,1.5,45.43551414333899,1
Aisha Abdullahi,20220100537,Physics,200,64.0,7.0,47.0,47,50,7,40.34114901345275,0.0,0.0,0.0,45.01331948640175,1
Sola Eze,20210100538,Physics,200,87.0,9.0,72.0,66,54,8,68.98166081504942,5.0,5.0,5.0,65.85356858749957,0
Ade Ogunleye,20200800539,Mathematics,200,57.0,6.0,64.0,55,40,9,63.25019448317687,4.0,4.0,4.0,59.038514428976406,0
Ade Ogunleye,20220900540,Educational Management,100,90.0,5.0,92.0,38,93,5,73.63482128213005,5.0,5.0,5.0,74.98577776247222,0
Chioma Eze,20211400541,Political Science,400,51.0,7.0,33.0,93,79,8,70.95934619322148,5.0,4.0,4.5,70.87529332621948,0
Chioma Olawale,20230300542,Computer Science,200,79.0,1.0,70.0,49,91,9,69.56930493589272,4.0,4.0,4.0,73.19031465215036,0
Ngozi Balogun,20180900543,Educational Management,100,56.0,5.0,74.0,83,78,8,70.29848636145515,4.0,5.0,4.5,69.23998464390107,0
Tunde Olawale,20181000544,Business Education,100,54.0,,79.0,59,43,7,70.61241563175045,5.0,4.0,4.5,74.24486740932645,0
Chioma Okeke,20191300545,Yoruba Education,200,81.0,4.0,57.0,82,30,6,84.67220274969948,5.0,5.0,5.0,84.72100854285432,0
Tunde Abdullahi,20211000546,Business Education,200,54.0,7.0,71.0,92,54,5,84.85479332444976,5.0,5.0,5.0,86.44213865014092,0
Ade Okeke,20180100547,Physics,400,54.0,5.0,98.0,40,88,7,87.47321465923254,5.0,5.0,5.0,92.34504512028134,0
Sola Balogun,20200300548,Computer Science,100,94.0,6.0,30.0,60,98,7,87.76975880693722,5.0,5.0,5.0,87.2680150927197,0
Aisha Olawale,20210700549,Chemistry,100,78.0,2.0,68.0,78,34,9,65.38342444838393,4.0,4.0,4.0,68.51742315541016,0
Ngozi Ogunleye,20200600550,Guidance and Counselling,300,52.0,3.0,46.0,48,48,8,49.34247956456122,3.0,2.0,2.5,47.5016838493472,0
Ibrahim Balogun,20200400551,Biology,100,56.0,7.0,64.0,41,52,5,80.67160106064051,5.0,5.0,5.0,81.35421792232924,0
Yusuf Sanni,20180300552,Computer Science,400,71.0,2.0,75.0,44,38,7,19.053655527486285,0.0,0.0,0.0,14.71967801243641,1
Chioma Okeke,20211100553,Early Childhood Education,300,48.0,,71.0,60,79,9,61.77874661390518,4.0,4.0,4.0,60.26578670696748,0
Ade Ogunleye,20230400554,Biology,300,79.0,5.0,68.0,72,45,5,81.75988748843805,5.0,5.0,5.0,78.58578171186362,0
Ibrahim Okeke,20220500555,English Language,300,59.0,1.0,78.0,66,62,8,75.63771610617108,4.0,5.0,4.5,79.2999739159353,0
Ibrahim Eze,20180900556,Educational Management,200,65.0,4.0,91.0,58,31,7,94.65232915170388,5.0,5.0,5.0,99.86872423455648,0
Ade Ajayi,20180900557,Educational Management,200,66.0,2.0,67.0,55,43,7,51.36311110850165,1.0,3.0,2.0,50.29900527550583,0
Ibrahim Balogun,20230400558,Biology,100,60.0,4.0,52.0,31,30,7,40.53740806138106,0.0,1.0,0.5,38.21829351417779,1
Ngozi Ogunleye,20210200559,History,300,57.0,1.0,51.0,44,87,5,49.73884684242935,3.0,3.0,3.0,45.79701335229944,0
Ngozi Abdullahi,20210600560,Guidance and Counselling,400,,2.0,33.0,33,45,5,30.386590514231365,0.0,0.0,0.0,31.180214642537567,1
Kemi Nwosu,20201100561,Early Childhood Education,200,55.0,8.0,78.0,79,76,5,97.72731996978712,5.0,5.0,5.0,95.9204609057819,0
Chioma Balogun,20230300562,Computer Science,400,48.0,6.0,88.0,67,73,5,90.92142510623034,5.0,5.0,5.0,89.27527608218554,0
Ade Eze,20230700563,Chemistry,400,,2.0,97.0,52,43,9,55.18145229939582,3.0,3.0,3.0,60.07021815169163,0
Tunde Balogun,20210100564,Physics,200,83.0,6.0,31.0,88,53,6,61.28406220627768,3.0,2.0,2.5,60.39486625163913,0
Ngozi Eze,20200800565,Mathematics,200,,9.0,78.0,57,84,9,68.0156563112565,4.0,4.0,4.0,69.77560502227252,0
Aisha Adeyemi,20181100566,Early Childhood Education,200,,7.0,60.0,95,44,7,58.05776299381218,4.0,3.0,3.5,58.21664626355602,0
Emeka Abdullahi,20190900567,Educational Management,200,99.0,9.0,69.0,37,63,9,77.6709057484043,5.0,5.0,5.0,73.60528952638299,0
Emeka Ogunleye,20221000568,Business Education,300,46.0,5.0,77.0,58,31,8,74.64671307637325,5.0,5.0,5.0,69.11207195785893,0
Tunde Ogunleye,20180600569,Guidance and Counselling,300,96.0,7.0,80.0,40,56,5,51.00739821567172,1.0,4.0,2.5,52.46996439175876,0
Yusuf Ogunleye,20210800570,Mathematics,300,74.0,7.0,72.0,47,52,8,61.71569620745287,3.0,4.0,3.5,66.82802777005328,0
Ade Ogunleye,20221300571,Yoruba Education,300,87.0,3.0,,84,97,8,81.86207380240347,5.0,5.0,5.0,82.80703640866497,0
Emeka Balogun,20191300572,Yoruba Education,100,57.0,7.0,78.0,79,43,7,80.96679583737688,5.0,5.0,5.0,82.83906638692929,0
Chioma Adeyemi,20190700573,Chemistry,300,55.0,1.0,86.0,43,92,5,61.40221550263117,4.0,4.0,4.0,58.68809658587473,0
Tunde Okeke,20201300574,Yoruba Education,200,94.0,9.0,44.0,38,94,8,44.35149966781888,0.0,2.0,1.0,47.39618269400791,1
Ade Nwosu,20221100575,Early Childhood Education,400,78.0,6.0,56.0,40,97,7,76.6204500886792,5.0,4.0,4.5,79.62796345332532,0
Aisha Sanni,20201200576,Economics,300,43.0,5.0,97.0,92,92,5,69.67375199359162,4.0,4.0,4.0,67.58515657667908,0
Tunde Balogun,20181500577,Geography,100,98.0,7.0,93.0,96,93,6,89.77923533392028,5.0,5.0,5.0,91.41546165541966,0
Ibrahim Ogunleye,20230100578,Physics,200,64.0,5.0,59.0,82,61,7,68.55049158363059,4.0,4.0,4.0,63.251238031611685,0
Aisha Nwosu,20230900579,Educational Management,400,71.0,,,68,42,9,73.71374345930447,5.0,5.0,5.0,75.88547935958142,0
Emeka Abdullahi,20230100580,Physics,400,79.0,7.0,,85,95,5,98.24233309846302,5.0,5.0,5.0,96.52508034112287,0
Kemi Okeke,20221300581,Yoruba Education,300,52.0,7.0,78.0,57,48,8,39.00633327366968,2.0,2.0,2.0,35.324945862939614,0
Emeka Balogun,20230200582,History,400,84.0,3.0,84.0,68,53,8,77.95385748993931,5.0,5.0,5.0,79.16177736091532,0
Aisha Sanni,20180500583,English Language,300,56.0,3.0,85.0,54,40,9,36.49435746974131,0.0,2.0,1.0,31.179167574394373,1
Sola Eze,20200500584,English Language,300,88.0,3.0,97.0,50,88,9,76.22282104498179,5.0,4.0,4.5,77.25006178728675,0
Ade Sanni,20220800585,Mathematics,200,76.0,,73.0,39,44,8,72.84117426590207,5.0,5.0,5.0,69.44433687726738,0
Ngozi Ogunleye,20200500586,English Language,200,45.0,6.0,60.0,72,39,5,40.02483717690659,0.0,0.0,0.0,35.98600880721101,1
Ade Okeke,20220500587,English Language,100,58.0,3.0,87.0,44,70,7,73.28222920689286,5.0,5.0,5.0,73.46178809103192,0
Chioma Olawale,20200100588,Physics,200,52.0,,,77,56,9,80.66518999870662,5.0,5.0,5.0,80.14753622616202,0
Kemi Eze,20191500589,Geography,200,,8.0,52.0,50,89,9,67.2696196302731,4.0,4.0,4.0,71.63998798354461,0
Tunde Ajayi,20201200590,Economics,300,99.0,8.0,57.0,89,81,9,90.51974532726943,5.0,5.0,5.0,86.66534157690157,0
Ibrahim Ajayi,20230800591,Mathematics,200,65.0,7.0,45.0,79,57,6,32.37587590722669,0.0,0.0,0.0,36.50103938072082,1
Sola Abdullahi,20190900592,Educational Management,300,53.0,4.0,66.0,52,94,5,74.98799324927717,5.0,5.0,5.0,71.57505943646933,0
Aisha Sanni,20200300593,Computer Science,300,70.0,4.0,,42,46,5,49.85177582463925,3.0,1.0,2.0,52.61010307391437,0
Yusuf Okeke,20221000594,Business Education,200,93.0,3.0,46.0,98,73,5,57.85405821950249,4.0,4.0,4.0,61.17233578806261,0
Ibrahim Nwosu,20220800595,Mathematics,100,43.0,5.0,66.0,33,39,5,55.37544348481072,3.0,3.0,3.0,56.3398198424835,0
Sola Okeke,20221400596,Political Science,100,99.0,3.0,48.0,38,92,5,69.42583038711254,4.0,4.0,4.0,67.0529687454973,0
Emeka Sanni,20210200597,History,400,78.0,8.0,59.0,64,76,8,68.78113542132179,5.0,4.0,4.5,64.21227200545245,0
Aisha Ajayi,20181200598,Economics,400,47.0,7.0,74.0,50,67,9,77.8905536540661,5.0,5.0,5.0,72.03522420328055,0
